id,split,V,A,D,text
WhereToHongKong_33982_34139,train,3.0,3.18,2.91,"The most famous site on the island is the world’s tallest seated bronze statue of Buddha at 22 m (72.6 ft), the Tiantan Buddha (see page 55)."
WhereToHongKong_34140_34230,test,3.1,2.9,3.0,"The statue and a small museum are on a peak, up 268 steps, above Po Lin Monastery."
WhereToHongKong_34231_34333,test,2.9,3.2,3.1,"The monastery is strictly vegetarian, and visitors are warned not to bring any meat with them."
WhereToHongKong_34334_34389,train,3.4,3.1,3.1,You can have a delicious vegetarian lunch here.
WhereToHongKong_3433_3564,train,3.0,3.0,2.9,"In 1904, the narrow, double-decker trams ran along the waterfront, but land reclamation has placed them far inland."
WhereToHongKong_34398_34654,dev,2.7,2.8,2.8,"From the monastery, hikers enjoy the two-hour cross-country trek down to Silvermine Bay, but the authorities have warned walkers to be on the lookout for snakes, which can be plentiful in the Lantau hinterland, especially in summer."
WhereToHongKong_34655_34753,train,3.0,2.38,3.12,The hillsides that surround the monastery are the site of Hong Kong’s only tea plantation.
WhereToHongKong_34754_34883,train,3.5,3.0,3.12,"Visitors are welcome to visit the 24-hectare (60-acre) establishment, and may sample the end product, Lantau tea."
WhereToHongKong_34892_35053,test,3.09,2.82,3.0,"The island’s largest community is Tai O. The people of this picturesque village make their living by fishing, duck-breeding, and food-processing."
WhereToHongKong_35238_35354,train,3.67,3.17,3.17,"A Trappist monastery, situated on a hillside overlooking the east coast of Lantau, is also open to visitors."
WhereToHongKong_35502_35611,test,3.0,2.9,3.1,"Some 10 km (6 miles) west of Hong Kong lies this small, crowded island, only one square mile in size."
WhereToHongKong_35612_35760,train,3.2,3.0,3.1,"More than 25,000 people live here, mostly by fishing, but there are also ex-pats, attracted by its laid-back Mediterranean ambience."
WhereToHongKong_3573_3725,dev,3.13,2.62,3.13,"From the Bank of China Tower, make a short detour up Garden Road and turn into Battery Path to reach the landmark St. John’s Cathe­dral."
WhereToHongKong_35761_35826,train,2.6,3.0,2.7,The island has a checkered past of smuggling and pira cy.
WhereToHongKong_35916_35991,train,3.1,3.0,3.2,"The people still carve jade and build seaworthy junks, all by hand."
WhereToHongKong_35992_36078,train,2.8,2.8,3.1,Fish (heads discreetly wrapped in paper) are still hung out to dry in the sun.
WhereToHongKong_36087_36244,train,3.2,3.1,3.2,"Cheung Chau becomes the center of Hong Kong life once a year, usually in May, during the Bun Festival, a folklore extravaganza (see page 89)."
WhereToHongKong_36245_36482,train,3.0,2.64,3.0,"The rest of the year, life goes on at its accustomed pace: rickety machines chugging in two-man factories, children in school uniforms being ferried home to houseboats, and the old fishermen stirring shrimp paste."
WhereToHongKong_36491_36647,train,3.5,3.4,3.3,"By way of formal tourist attractions, Pak Tai Temple, built in 1783, has some fine carvings and a great iron sword said to be 600 years old."
WhereToHongKong_36648_36768,train,3.5,3.0,2.8,"But the most interesting thing to do here is to explore the two villages on the island, Cheung Chau and San Wai."
WhereToHongKong_36769_36884,train,3.0,3.0,3.0,"They are an easy walk apart by the harbor road, or a longer 45-minute hike on the scenic Peak Road."
WhereToHongKong_36885_37020,train,3.2,3.2,3.1,"The Praya, the promenade in front of the ferry pier, is a good place to observe the many junks and fishing boats in the harbor."
WhereToHongKong_37029_37115,train,3.44,3.33,3.44,There are also several open-air restaurants where you can enjoy fresh seafood.
WhereToHongKong_37145_37319,train,3.4,3.2,3.1,"Only 35 minutes by ferry from Central, Lamma Island is perfect for swimming, hiking, picnicking, birdwatching, or just sitting back to watch the bananas grow."
WhereToHongKong_3726_3822,train,3.2,3.2,3.0,"Built 1847–1849, this usually deserted Anglican foundation is Hong Kong’s oldest church."
WhereToHongKong_37320_37513,train,3.0,2.9,3.0,"Hong Kong’s third largest island has a population of only about 12,000; it is still largely undeveloped, and life on Lamma, if not totally primitive, is close to the essentials."
WhereToHongKong_37522_37682,train,3.0,2.9,2.9,"Archaeologists indicate that Lamma has probably been inhabited for some 4,000 years, and the island is known as “Hong Kong’s Stone Age Island. ”"
WhereToHongKong_37691_37800,train,3.1,2.9,3.0,"The principal settlements are Yung Shue Wan on Lamma’s northwest, and Sok Kwu Wan, on the east coast."
WhereToHongKong_37801_37934,train,3.4,3.1,3.0,"Both villages offer good waterfront restaurants with homestyle Chinese food, principally seafood fresh from the tank."
WhereToHongKong_37935_38077,train,3.22,2.67,3.11,"The ports are within hiking distance of several beautiful beaches, and within a one-hour hike of each other on a marked trail."
WhereToHongKong_38078_38175,train,3.3,3.3,3.4,You can build an appetite for dinner by making your way from the beach to the restaurant.
WhereToHongKong_38176_38263,train,3.1,3.0,3.0,"Yung Shue Wan is still a very British residential enclave, with many nice pubs."
WhereToHongKong_3823_3947,train,3.1,3.1,3.2,"During World War II, the church was turned into a club for Japanese officers; it was restored after the war."
WhereToHongKong_38302_38418,train,3.11,3.11,3.0,"Macau, the final bastion of Portugal’s great 16th-century empire, is much more than just a quirk of history."
WhereToHongKong_38419_38565,train,3.2,3.1,3.2,"Here, where East and West first met, life combines the spirit of Asia with something of the sunny atmosphere of the Mediterranean."
WhereToHongKong_38574_38679,train,3.0,2.5,2.8,"Macau’s historic center, with its colonial architecture, has a distinctly Medit­er­ranean flavor."
WhereToHongKong_385_579,train,3.2,3.1,3.3,"No matter how many tunnels and transit systems speed cross-harbor traffic, nothing matches the ride on the Star Ferry from Kowloon to the Central District across Victoria Harbor."
WhereToHongKong_38680_38957,test,3.2,3.2,3.2,"Col­­o­n­na­­ded public buildings, iron balconies, winding streets, flagstoned squares and the many churches all speak of the Portuguese inheritance as well as the Chinese, a fusion of East and West that has produced the unique Macanese culture."
WhereToHongKong_38966_39115,train,3.14,2.71,3.0,"The story of the Western discovery of Macau begins in 1513 when Portuguese explorer, Jorge Alvares, reached the south coast of China."
WhereToHongKong_39116_39215,train,3.0,2.7,3.0,"Traders followed in his wake, setting up bases in several parts of the Pearl River estuary."
WhereToHongKong_39216_39278,train,3.0,2.7,2.8,"Finally, in 1557, they were all consolidated in Macau."
WhereToHongKong_39279_39387,train,3.12,2.87,3.25,"It was the only European gateway to China, and through Macau flowed Western technology and religion."
WhereToHongKong_39388_39489,train,3.0,2.9,3.1,"In 1576 Pope Gregory XIII created the Macau diocese, covering all of China and Japan."
WhereToHongKong_3948_4061,train,3.0,3.0,3.1,"Note the stained glass windows in the Quiet Chapel, designed by Joseph Edward Nuttgens in the late 1950s."
WhereToHongKong_39498_39545,train,3.11,3.22,3.11,No less impressive were the secular challenges.
WhereToHongKong_39546_39676,dev,2.8,2.7,2.8,"China and Japan were not on speaking terms, so trade between them had to be channeled through a neutral middleman."
WhereToHongKong_39677_39728,dev,3.12,3.0,3.0,Lucky Macau fit the specifications exactly.
WhereToHongKong_39729_39874,dev,3.0,3.0,3.0,Portugal’s resulting near-monopoly of East–West trade understandably awakened the competitive instincts of other European powers.
WhereToHongKong_39875_39965,train,3.11,3.22,3.0,"The Dutch sent an invasion flotilla to Macau in 1622, but the defenders triumphed."
WhereToHongKong_39966_40026,train,2.5,3.0,2.8,"However, the end of the golden age was drawing near."
WhereToHongKong_40027_40152,train,3.0,2.75,3.0,"China began to relax trade restrictions, and with the rise of Hong Kong, Macau became an isolated Portuguese outpost."
WhereToHongKong_40161_40325,train,3.0,3.1,3.2,"A haven for persecuted Japanese Christians in the 17th century, Portugal’s neutrality during World War II assured the territory a flood of refugees."
WhereToHongKong_40326_40461,train,3.0,3.37,3.12,"They were joined by a swarm of spies of all conceivable nationalities, and Macau won a name for international intrigue."
WhereToHongKong_40470_40579,train,3.0,3.0,3.0,Portugal’s very precarious foothold on the Asian coast ended in 1999 with a formal handover to China.
WhereToHongKong_40580_40741,train,3.1,2.9,3.0,"Macau, now the Chinese Special Economic Zone of Zhuhai, is becoming something like a boomtown as an exporter of toys, furniture, and electronics."
WhereToHongKong_4062_4163,dev,3.0,2.71,3.0,"Behind the church is the 1917 French Mission Building, now used as the Court of Final Appeal."
WhereToHongKong_40963_41143,train,3.1,2.7,3.0,"Macau’s population is estimated at around 450,000, an appallingly high figure for such a small area; recent land reclamation has eased the situation to some extent."
WhereToHongKong_41144_41409,dev,3.5,3.37,3.0,"If a trace of tropical lethargy still adds to the charm in this city of sidewalk cafés, palm trees, and pedicabs, any torpor definitely ends once inside the doors of Macau’s casinos, scene of some of the liveliest gambling west of Las Vegas."
WhereToHongKong_41418_41532,train,3.0,2.8,2.8,"Gambling provides almost 40 percent of the government’s tax revenues, and is a major source of employment."
WhereToHongKong_41533_41607,train,3.1,3.1,3.2,"Its spin-off industries, prostitution and pawn shops, also thrive."
WhereToHongKong_41633_41726,train,3.0,3.0,3.0,"The easiest way to get to Macau is by jetfoil, operated by TurboJet (Tel. 2859-3333)."
WhereToHongKong_41727_41764,train,3.17,2.67,3.33,The 40-mile trip takes about an hour.
WhereToHongKong_4172_4253,train,3.18,2.73,3.0,Across from the I.M. Pei tower a winding path leads up to Hong Kong Park.
WhereToHongKong_41773_41914,train,3.0,3.0,3.0,"Departures are from the Macau Ferry Terminal, just west of Central in the Shun Tak Centre, 200 Connaught Road, Central, in Hong Kong."
WhereToHongKong_41923_41976,test,3.1,3.2,3.2,Jetfoils leave every 15 to 30 minutes 24 hours a day.
WhereToHongKong_41985_42101,train,3.0,3.0,3.0,Entry procedures are similar to those in Hong Kong — most nationalities need only a passport to enter Macau.
WhereToHongKong_42102_42243,dev,3.3,2.7,3.1,"Macau’s own currency, the pataca, is pegged to the Hong Kong dollar, and you can use your Hong Kong currency freely in Macau."
WhereToHongKong_42252_42375,train,3.14,2.86,3.29,"Upon arrival in Macau, be sure to stop by the Macau Government Tourist Office for a map, brochures, and directions."
WhereToHongKong_42376_42539,dev,3.0,2.8,3.0,"Outside the terminal, you will find taxis as well as buses to all points (take 3, 3A, 10, or 10A to the historic center; exact change is required)."
WhereToHongKong_42548_42646,train,3.1,3.0,3.1,You’ll also be approached by pedicab drivers; these are tricycles carrying two passengers.
WhereToHongKong_4254_4431,test,3.2,2.5,3.0,"The park’s 10.5 hectares (25 acres) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants, and an aviary of exotic birds."
WhereToHongKong_42647_42778,train,3.09,2.82,3.09,"Pedicabs were once the most common form of transportation in Macau, but today they are mainly a tourist attraction."
WhereToHongKong_42811_43039,train,3.2,3.0,3.1,"Directly across the street from the wharf where passengers arrive from Hong Kong is the first surprise to greet visitors to Macau — the vast Jai-alai Palace, said to be the world’s most luxurious frontón."
WhereToHongKong_43040_43195,train,3.0,3.29,3.14,"In an effort to provide yet one more thing to bet on, players are imported from Spain to take part in this lightning-fast Basque ball game."
WhereToHongKong_43204_43428,train,3.1,2.8,3.2,"The grandstand situated on the seaside road, the Avenida da Amizade (Friendship Avenue), marks the finishing line for the Macau Grand Prix, the international car-racing event held here every November."
WhereToHongKong_43429_43625,train,3.7,3.6,3.2,"Also in front of the ferry terminal is a new Cyber fountain, with 86 water spouts that shoot up to 70 m (230 ft) and are illuminated at night by 288 spotlights producing 80 colors."
WhereToHongKong_43634_43830,train,3.33,2.89,3.11,Continuing around the peninsula in a clockwise direction brings you to the Rua da Praia Grande (Big Beach Street) — a pleasant promenade with shaded benches under the banyan trees.
